note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N400916,E105980,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-11 20:38:00,1,4
N400917,E105683,rsvp,Requesting lab access.,requesting lab access,2025-09-24 02:25:00,0,3
N400918,E105853,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-05 10:30:00,4,2
N400919,E103466,feedback,Requesting lab access.,requesting lab access,2025-09-14 21:24:00,0,3
N400920,E102192,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 15:26:00,3,1
N400921,E101238,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-14 16:46:00,4,2
N400922,E102756,maintenance,Requesting lab access.,requesting lab access,2025-09-19 18:53:00,0,3
N400923,E105430,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-10 14:20:00,1,4
N400924,E103739,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 07:00:00,2,5
N400925,E104465,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-22 23:56:00,1,4
N400926,E102342,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 13:07:00,2,5
N400927,E104811,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 19:09:00,2,5
N400928,E103960,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 04:04:00,3,1
N400929,E105096,helpdesk,Requesting lab access.,requesting lab access,2025-09-11 22:05:00,0,3
N400930,E101287,helpdesk,Requesting lab access.,requesting lab access,2025-09-06 08:17:00,0,3
N400931,E106285,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-04 13:35:00,1,4
N400932,E102143,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 01:31:00,3,1
N400933,E106245,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-20 14:01:00,1,4
N400934,E102723,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-06 09:16:00,1,4
N400935,E101292,incident,CCTV near library needs check.,cctv near library needs check,2025-09-14 04:37:00,4,2
N400936,E105311,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 10:22:00,2,5
N400937,E102809,incident,Requesting lab access.,requesting lab access,2025-09-15 07:48:00,0,3
N400938,E100207,rsvp,Requesting lab access.,requesting lab access,2025-09-13 19:54:00,0,3
N400939,E103362,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 08:07:00,4,2
N400940,E102348,feedback,Requesting lab access.,requesting lab access,2025-09-24 05:38:00,0,3
N400941,E105121,incident,CCTV near library needs check.,cctv near library needs check,2025-08-28 09:04:00,4,2
N400942,E101253,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-06 11:46:00,1,4
N400943,E101175,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 07:45:00,2,5
N400944,E104268,helpdesk,Requesting lab access.,requesting lab access,2025-09-25 08:45:00,0,3
N400945,E104721,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 17:13:00,3,1
N400946,E101231,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-18 01:58:00,1,4
N400947,E105759,incident,CCTV near library needs check.,cctv near library needs check,2025-09-10 10:11:00,4,2
N400948,E105582,helpdesk,Requesting lab access.,requesting lab access,2025-09-03 04:54:00,0,3
N400949,E102505,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 03:22:00,2,5
N400950,E104244,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-23 06:48:00,4,2
N400951,E101055,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 02:58:00,3,1
N400952,E100225,incident,CCTV near library needs check.,cctv near library needs check,2025-09-01 06:55:00,4,2
N400953,E100747,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 04:28:00,2,5
N400954,E102262,rsvp,Requesting lab access.,requesting lab access,2025-09-05 19:23:00,0,3
N400955,E100438,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-27 06:31:00,1,4
N400956,E102359,maintenance,Requesting lab access.,requesting lab access,2025-09-15 10:48:00,0,3
N400957,E101449,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-30 18:23:00,1,4
N400958,E105839,feedback,Requesting lab access.,requesting lab access,2025-09-06 06:24:00,0,3
N400959,E104258,helpdesk,Requesting lab access.,requesting lab access,2025-09-02 10:18:00,0,3
N400960,E102814,incident,Requesting lab access.,requesting lab access,2025-09-08 17:39:00,0,3
N400961,E105344,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 23:21:00,2,5
N400962,E106027,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-06 01:49:00,1,4
N400963,E106004,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-01 19:31:00,1,4
N400964,E100721,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-29 09:51:00,4,2
N400965,E104843,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-07 03:08:00,4,2
N400966,E101883,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 19:16:00,3,1
N400967,E101082,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 16:37:00,2,5
N400968,E102904,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-07 07:56:00,4,2
N400969,E100843,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-13 16:58:00,4,2
N400970,E104676,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-07 02:51:00,1,4
N400971,E101123,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-30 15:30:00,3,1
N400972,E105731,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 20:53:00,3,1
N400973,E104865,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-17 01:20:00,4,2
N400974,E102589,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-18 06:11:00,1,4
N400975,E103828,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 04:53:00,3,1
N400976,E104947,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 19:27:00,2,5
N400977,E105117,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 10:30:00,2,5
N400978,E100387,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 22:07:00,2,5
N400979,E104978,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 12:34:00,2,5
N400980,E105217,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 08:19:00,3,1
N400981,E105226,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-29 05:41:00,1,4
N400982,E103582,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-16 03:03:00,1,4
N400983,E106737,rsvp,Requesting lab access.,requesting lab access,2025-09-02 19:35:00,0,3
N400984,E101736,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 23:51:00,2,5
N400985,E106443,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 04:14:00,3,1
N400986,E102600,feedback,Requesting lab access.,requesting lab access,2025-08-31 20:09:00,0,3
N400987,E105936,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 20:52:00,3,1
N400988,E104955,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 10:09:00,2,5
N400989,E103882,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 06:44:00,2,5
N400990,E104380,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 19:02:00,3,1
N400991,E106404,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-08 09:55:00,4,2
N400992,E102326,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-27 10:41:00,4,2
N400993,E105346,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 11:47:00,2,5
N400994,E104903,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 10:34:00,2,5
N400995,E104842,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 17:36:00,2,5
N400996,E104559,helpdesk,Requesting lab access.,requesting lab access,2025-09-11 09:48:00,0,3
N400997,E104329,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-23 06:04:00,1,4
N400998,E105832,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-28 15:11:00,4,2
N400999,E100673,helpdesk,Requesting lab access.,requesting lab access,2025-09-02 19:34:00,0,3
N401000,E102886,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 12:49:00,3,1
N401001,E101784,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 06:33:00,3,1
N401002,E102704,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-31 02:00:00,4,2
N401003,E101260,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-18 02:32:00,4,2
N401004,E105123,maintenance,Requesting lab access.,requesting lab access,2025-09-21 11:48:00,0,3
N401005,E105500,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 03:29:00,2,5
N401006,E106254,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-09 08:52:00,4,2
N401007,E105947,feedback,Requesting lab access.,requesting lab access,2025-09-21 23:28:00,0,3
N401008,E101968,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 21:31:00,3,1
N401009,E102749,feedback,Requesting lab access.,requesting lab access,2025-09-19 13:53:00,0,3
N401010,E106894,incident,Requesting lab access.,requesting lab access,2025-09-09 00:07:00,0,3
N401011,E104300,maintenance,Requesting lab access.,requesting lab access,2025-08-27 14:52:00,0,3
N401012,E106784,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 13:31:00,3,1
N401013,E101663,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-03 03:24:00,4,2
N401014,E100235,incident,Requesting lab access.,requesting lab access,2025-09-25 17:50:00,0,3
N401015,E105833,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 12:49:00,3,1
N401016,E100708,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-11 14:48:00,1,4
N401017,E105035,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-22 11:54:00,4,2
N401018,E105060,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 13:10:00,3,1
N401019,E101488,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 17:05:00,3,1
N401020,E102617,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-28 22:17:00,1,4
N401021,E106358,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-19 11:19:00,1,4
N401022,E102687,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 21:13:00,2,5
N401023,E104140,incident,CCTV near library needs check.,cctv near library needs check,2025-08-31 16:30:00,4,2
N401024,E102305,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-07 19:05:00,1,4
N401025,E100118,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 18:55:00,3,1
N401026,E100968,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-17 20:51:00,1,4
N401027,E104033,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-09 04:53:00,1,4
N401028,E105204,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 18:31:00,3,1
N401029,E100987,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 15:40:00,3,1
N401030,E104314,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 03:15:00,3,1
N401031,E106111,rsvp,Requesting lab access.,requesting lab access,2025-09-18 15:36:00,0,3
N401032,E106848,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-02 07:46:00,2,5
N401033,E106047,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 14:48:00,3,1
N401034,E106038,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-09 05:50:00,1,4
N401035,E106407,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-24 14:18:00,1,4
N401036,E106395,maintenance,Requesting lab access.,requesting lab access,2025-09-20 23:59:00,0,3
N401037,E102609,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-18 04:24:00,1,4
N401038,E101713,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-11 01:15:00,1,4
N401039,E105435,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-30 16:18:00,1,4
N401040,E105322,incident,Requesting lab access.,requesting lab access,2025-09-16 19:49:00,0,3
N401041,E103939,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-27 03:44:00,3,1
N401042,E100384,helpdesk,Requesting lab access.,requesting lab access,2025-09-19 11:40:00,0,3
N401043,E104909,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-30 03:14:00,1,4
N401044,E102767,rsvp,Requesting lab access.,requesting lab access,2025-09-12 03:19:00,0,3
N401045,E102970,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-01 17:32:00,1,4
N401046,E100934,incident,CCTV near library needs check.,cctv near library needs check,2025-09-11 10:18:00,4,2
N401047,E102140,feedback,Requesting lab access.,requesting lab access,2025-09-22 13:07:00,0,3
N401048,E104021,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 11:42:00,3,1
N401049,E100324,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 02:32:00,2,5
N401050,E105973,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-01 21:20:00,1,4
N401051,E101885,maintenance,Requesting lab access.,requesting lab access,2025-09-01 05:48:00,0,3
N401052,E101065,incident,Requesting lab access.,requesting lab access,2025-09-01 14:04:00,0,3
N401053,E102437,rsvp,Requesting lab access.,requesting lab access,2025-09-12 20:15:00,0,3
N401054,E105133,incident,Requesting lab access.,requesting lab access,2025-09-09 10:50:00,0,3
N401055,E102851,incident,Requesting lab access.,requesting lab access,2025-09-09 00:32:00,0,3
N401056,E104363,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-08 06:22:00,1,4
N401057,E100675,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 07:48:00,3,1
N401058,E106587,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-02 10:09:00,1,4
N401059,E106546,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 15:45:00,3,1
N401060,E106854,incident,CCTV near library needs check.,cctv near library needs check,2025-09-10 09:21:00,4,2
N401061,E100917,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 08:32:00,2,5
N401062,E101306,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-31 17:21:00,1,4
N401063,E105603,incident,CCTV near library needs check.,cctv near library needs check,2025-09-04 07:24:00,4,2
N401064,E102983,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 09:44:00,3,1
N401065,E102431,maintenance,Requesting lab access.,requesting lab access,2025-09-08 00:07:00,0,3
N401066,E105280,rsvp,Requesting lab access.,requesting lab access,2025-09-02 01:16:00,0,3
N401067,E101235,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 16:13:00,3,1
N401068,E103920,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-17 01:15:00,3,1
N401069,E101908,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-21 20:07:00,1,4
N401070,E106542,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 00:59:00,2,5
N401071,E101537,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 20:14:00,3,1
N401072,E104528,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 11:39:00,3,1
N401073,E102127,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 12:41:00,3,1
N401074,E106823,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 04:54:00,2,5
N401075,E104794,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-06 04:17:00,1,4
N401076,E105515,helpdesk,Requesting lab access.,requesting lab access,2025-09-16 19:24:00,0,3
N401077,E104435,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 20:57:00,2,5
N401078,E106486,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 06:29:00,2,5
N401079,E102599,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 22:52:00,3,1
N401080,E103847,maintenance,CCTV near library needs check.,cctv near library needs check,2025-08-27 00:20:00,4,2
N401081,E102082,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 05:23:00,3,1
N401082,E102494,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-06 23:54:00,1,4
N401083,E103062,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 20:20:00,3,1
N401084,E101168,incident,Requesting lab access.,requesting lab access,2025-09-18 18:52:00,0,3
N401085,E105016,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 18:55:00,4,2
N401086,E105172,incident,CCTV near library needs check.,cctv near library needs check,2025-09-10 00:46:00,4,2
N401087,E105734,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 12:54:00,3,1
N401088,E103695,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 01:31:00,2,5
N401089,E105534,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 07:35:00,2,5
N401090,E104972,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 17:40:00,2,5
N401091,E101552,feedback,Requesting lab access.,requesting lab access,2025-09-04 09:37:00,0,3
N401092,E104801,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 09:02:00,3,1
N401093,E106145,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 05:23:00,3,1
N401094,E103321,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-11 14:20:00,4,2
N401095,E100874,maintenance,CCTV near library needs check.,cctv near library needs check,2025-08-27 17:41:00,4,2
N401096,E104454,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-30 06:23:00,1,4
N401097,E102869,rsvp,Requesting lab access.,requesting lab access,2025-09-24 11:26:00,0,3
N401098,E102176,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 20:50:00,3,1
N401099,E103651,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-12 19:46:00,1,4
N401100,E101739,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 02:37:00,3,1
N401101,E103354,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-16 03:14:00,1,4
N401102,E104762,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 08:58:00,2,5
N401103,E104553,feedback,Requesting lab access.,requesting lab access,2025-09-14 01:59:00,0,3
N401104,E102241,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-23 22:28:00,4,2
N401105,E105158,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-15 18:44:00,1,4
N401106,E100910,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 12:51:00,3,1
N401107,E103252,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 08:37:00,3,1
N401108,E100875,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 02:03:00,2,5
N401109,E101865,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-23 12:42:00,1,4
N401110,E104239,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 16:13:00,4,2
N401111,E106425,maintenance,Requesting lab access.,requesting lab access,2025-09-12 11:13:00,0,3
N401112,E101666,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 18:48:00,3,1
N401113,E105138,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 05:25:00,2,5
N401114,E101025,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-31 16:48:00,2,5
N401115,E106218,rsvp,Requesting lab access.,requesting lab access,2025-08-29 00:55:00,0,3
N401116,E102471,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-09 05:42:00,4,2
N401117,E103648,incident,CCTV near library needs check.,cctv near library needs check,2025-09-21 01:36:00,4,2
N401118,E106882,helpdesk,Requesting lab access.,requesting lab access,2025-09-02 06:53:00,0,3
N401119,E104789,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 00:04:00,2,5
N401120,E105451,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-13 07:13:00,4,2
N401121,E102737,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 00:01:00,4,2
N401122,E102203,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 19:13:00,2,5
N401123,E100379,helpdesk,Requesting lab access.,requesting lab access,2025-09-15 16:30:00,0,3
N401124,E103389,maintenance,Requesting lab access.,requesting lab access,2025-09-17 20:48:00,0,3
N401125,E106964,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 05:37:00,2,5
N401126,E101944,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 09:09:00,3,1
N401127,E102357,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-20 13:31:00,1,4
N401128,E103566,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-21 19:14:00,4,2
N401129,E105550,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-11 20:19:00,4,2
N401130,E106586,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-09 13:17:00,1,4
N401131,E105045,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-18 06:34:00,1,4
N401132,E102038,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 16:41:00,2,5
N401133,E105248,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 14:12:00,3,1
N401134,E106403,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 07:33:00,2,5
N401135,E102710,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 07:52:00,2,5
N401136,E103239,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-19 22:25:00,1,4
N401137,E104350,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-04 10:16:00,1,4
N401138,E101984,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 21:19:00,3,1
N401139,E100985,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-31 22:33:00,2,5
N401140,E103864,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 01:43:00,2,5
N401141,E102930,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-06 14:17:00,2,5
N401142,E104001,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-01 23:59:00,4,2
N401143,E105989,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-10 21:12:00,1,4
N401144,E106622,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 16:41:00,2,5
N401145,E102419,maintenance,Requesting lab access.,requesting lab access,2025-09-19 20:23:00,0,3
N401146,E102876,helpdesk,Requesting lab access.,requesting lab access,2025-09-17 16:48:00,0,3
N401147,E106600,helpdesk,Requesting lab access.,requesting lab access,2025-08-29 06:35:00,0,3
N401148,E106483,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 23:12:00,2,5
N401149,E100337,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-02 09:40:00,2,5
N401150,E106323,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-08 03:20:00,1,4
N401151,E103177,rsvp,Requesting lab access.,requesting lab access,2025-09-05 17:50:00,0,3
N401152,E106790,incident,CCTV near library needs check.,cctv near library needs check,2025-08-30 18:27:00,4,2
N401153,E104822,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 05:59:00,3,1
N401154,E102748,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 17:59:00,3,1
N401155,E104306,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-22 06:44:00,1,4
N401156,E105790,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-13 02:23:00,4,2
N401157,E102936,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 18:30:00,2,5
N401158,E105784,incident,Requesting lab access.,requesting lab access,2025-08-29 16:28:00,0,3
N401159,E104361,helpdesk,Requesting lab access.,requesting lab access,2025-09-13 11:14:00,0,3
N401160,E101119,incident,Requesting lab access.,requesting lab access,2025-09-16 02:20:00,0,3
N401161,E104642,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-18 17:51:00,1,4
N401162,E102498,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-09 04:57:00,1,4
N401163,E103285,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 12:43:00,3,1
N401164,E104371,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 07:57:00,2,5
N401165,E101546,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 20:33:00,3,1
N401166,E104893,feedback,Requesting lab access.,requesting lab access,2025-09-12 05:27:00,0,3
N401167,E106955,incident,Requesting lab access.,requesting lab access,2025-08-30 10:11:00,0,3
N401168,E106644,rsvp,Requesting lab access.,requesting lab access,2025-09-06 00:03:00,0,3
N401169,E101235,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-11 16:49:00,1,4
N401170,E101054,maintenance,Requesting lab access.,requesting lab access,2025-09-14 16:13:00,0,3
N401171,E100162,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 15:26:00,3,1
N401172,E103777,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 03:44:00,3,1
N401173,E104906,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 06:58:00,3,1
N401174,E102806,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 12:48:00,3,1
N401175,E103306,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-02 03:19:00,1,4
N401176,E101504,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 14:34:00,3,1
N401177,E104106,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 21:10:00,3,1
N401178,E106216,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 14:31:00,3,1
N401179,E105358,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-30 05:50:00,4,2
N401180,E104009,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-15 20:38:00,1,4
N401181,E106400,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 09:59:00,2,5
