frame_id,location_id,timestamp,face_id,date,hour,day,month,weekday,location_encoded,face_encoded
FR600842,LAB_101,2025-09-08 03:52:00,,2025-09-08,3,8,9,Monday,5,2821
FR600843,ADMIN_LOBBY,2025-09-12 20:34:00,F104217,2025-09-12,20,12,9,Friday,0,2385
FR600844,CAF_01,2025-09-10 04:42:00,,2025-09-10,4,10,9,Wednesday,2,2821
FR600845,CAF_01,2025-09-25 05:31:00,F102319,2025-09-25,5,25,9,Thursday,2,1308
FR600846,HOSTEL_GATE,2025-09-23 17:15:00,,2025-09-23,17,23,9,Tuesday,4,2821
FR600847,AUDITORIUM,2025-09-02 21:21:00,,2025-09-02,21,2,9,Tuesday,1,2821
FR600848,HOSTEL_GATE,2025-08-31 18:01:00,F103683,2025-08-31,18,31,8,Sunday,4,2071
FR600849,LIB_ENT,2025-09-12 04:31:00,F102937,2025-09-12,4,12,9,Friday,7,1670
FR600850,LAB_101,2025-09-01 20:55:00,,2025-09-01,20,1,9,Monday,5,2821
FR600851,CAF_01,2025-09-02 18:54:00,,2025-09-02,18,2,9,Tuesday,2,2821
FR600852,ADMIN_LOBBY,2025-09-18 12:36:00,,2025-09-18,12,18,9,Thursday,0,2821
FR600853,CAF_01,2025-09-11 21:18:00,,2025-09-11,21,11,9,Thursday,2,2821
FR600854,LAB_305,2025-09-05 07:07:00,F101163,2025-09-05,7,5,9,Friday,6,664
FR600855,ADMIN_LOBBY,2025-08-28 22:21:00,F104139,2025-08-28,22,28,8,Thursday,0,2339
FR600856,HOSTEL_GATE,2025-08-27 02:49:00,F103209,2025-08-27,2,27,8,Wednesday,4,1815
FR600857,ADMIN_LOBBY,2025-09-04 15:07:00,F101684,2025-09-04,15,4,9,Thursday,0,950
FR600858,LAB_101,2025-09-18 13:48:00,F100482,2025-09-18,13,18,9,Thursday,5,269
FR600859,CAF_01,2025-09-24 21:04:00,F101603,2025-09-24,21,24,9,Wednesday,2,904
FR600860,CAF_01,2025-09-04 13:17:00,,2025-09-04,13,4,9,Thursday,2,2821
FR600861,CAF_01,2025-09-03 20:15:00,,2025-09-03,20,3,9,Wednesday,2,2821
FR600862,CAF_01,2025-09-12 10:42:00,F103606,2025-09-12,10,12,9,Friday,2,2036
FR600863,LAB_305,2025-09-24 20:34:00,,2025-09-24,20,24,9,Wednesday,6,2821
FR600864,AUDITORIUM,2025-09-10 17:17:00,,2025-09-10,17,10,9,Wednesday,1,2821
FR600865,HOSTEL_GATE,2025-09-02 09:22:00,,2025-09-02,9,2,9,Tuesday,4,2821
FR600866,LIB_ENT,2025-09-01 16:42:00,F101003,2025-09-01,16,1,9,Monday,7,572
FR600867,AUDITORIUM,2025-09-05 11:54:00,F100831,2025-09-05,11,5,9,Friday,1,479
FR600868,HOSTEL_GATE,2025-09-21 05:29:00,,2025-09-21,5,21,9,Sunday,4,2821
FR600869,LIB_ENT,2025-09-04 07:56:00,,2025-09-04,7,4,9,Thursday,7,2821
FR600870,CAF_01,2025-08-29 16:09:00,,2025-08-29,16,29,8,Friday,2,2821
FR600871,LAB_101,2025-09-20 15:58:00,F102750,2025-09-20,15,20,9,Saturday,5,1561
FR600872,ADMIN_LOBBY,2025-09-23 05:49:00,,2025-09-23,5,23,9,Tuesday,0,2821
FR600873,GYM,2025-09-23 11:20:00,F104867,2025-09-23,11,23,9,Tuesday,3,2747
FR600874,LAB_101,2025-09-09 01:00:00,,2025-09-09,1,9,9,Tuesday,5,2821
FR600875,LAB_101,2025-09-17 05:23:00,F100010,2025-09-17,5,17,9,Wednesday,5,8
FR600876,LAB_305,2025-09-18 11:49:00,,2025-09-18,11,18,9,Thursday,6,2821
FR600877,LIB_ENT,2025-09-04 05:56:00,,2025-09-04,5,4,9,Thursday,7,2821
FR600878,LIB_ENT,2025-09-11 07:48:00,F101641,2025-09-11,7,11,9,Thursday,7,924
FR600879,LIB_ENT,2025-09-23 17:51:00,,2025-09-23,17,23,9,Tuesday,7,2821
FR600880,GYM,2025-09-13 10:55:00,,2025-09-13,10,13,9,Saturday,3,2821
FR600881,LAB_305,2025-09-06 10:20:00,,2025-09-06,10,6,9,Saturday,6,2821
FR600882,AUDITORIUM,2025-09-08 05:40:00,,2025-09-08,5,8,9,Monday,1,2821
FR600883,LAB_305,2025-08-31 05:32:00,F100324,2025-08-31,5,31,8,Sunday,6,177
FR600884,LAB_101,2025-09-23 22:57:00,F101316,2025-09-23,22,23,9,Tuesday,5,749
FR600885,ADMIN_LOBBY,2025-08-27 20:43:00,,2025-08-27,20,27,8,Wednesday,0,2821
FR600886,ADMIN_LOBBY,2025-09-20 08:04:00,F103338,2025-09-20,8,20,9,Saturday,0,1891
FR600887,GYM,2025-08-29 10:55:00,F104181,2025-08-29,10,29,8,Friday,3,2365
FR600888,HOSTEL_GATE,2025-09-18 14:33:00,F101710,2025-09-18,14,18,9,Thursday,4,963
FR600889,HOSTEL_GATE,2025-08-29 13:33:00,,2025-08-29,13,29,8,Friday,4,2821
FR600890,LIB_ENT,2025-08-30 06:49:00,F101290,2025-08-30,6,30,8,Saturday,7,734
FR600891,LAB_101,2025-09-20 12:40:00,,2025-09-20,12,20,9,Saturday,5,2821
FR600892,ADMIN_LOBBY,2025-09-25 07:45:00,F104173,2025-09-25,7,25,9,Thursday,0,2360
FR600893,LIB_ENT,2025-09-11 23:10:00,,2025-09-11,23,11,9,Thursday,7,2821
FR600894,HOSTEL_GATE,2025-09-19 12:14:00,F103146,2025-09-19,12,19,9,Friday,4,1780
FR600895,LAB_305,2025-09-13 02:51:00,F103669,2025-09-13,2,13,9,Saturday,6,2065
FR600896,LIB_ENT,2025-08-29 08:01:00,F104477,2025-08-29,8,29,8,Friday,7,2526
FR600897,LIB_ENT,2025-09-07 05:11:00,F100610,2025-09-07,5,7,9,Sunday,7,352
FR600898,CAF_01,2025-09-19 08:45:00,F102537,2025-09-19,8,19,9,Friday,2,1439
FR600899,CAF_01,2025-09-25 17:09:00,,2025-09-25,17,25,9,Thursday,2,2821
FR600900,LIB_ENT,2025-08-28 11:58:00,F100397,2025-08-28,11,28,8,Thursday,7,213
FR600901,LAB_101,2025-09-24 21:42:00,F104664,2025-09-24,21,24,9,Wednesday,5,2630
FR600902,HOSTEL_GATE,2025-09-23 08:35:00,,2025-09-23,8,23,9,Tuesday,4,2821
FR600903,AUDITORIUM,2025-09-11 06:49:00,F101367,2025-09-11,6,11,9,Thursday,1,776
FR600904,GYM,2025-09-04 08:00:00,F102353,2025-09-04,8,4,9,Thursday,3,1323
FR600905,LIB_ENT,2025-09-14 06:27:00,F100659,2025-09-14,6,14,9,Sunday,7,383
FR600906,LAB_305,2025-08-31 07:51:00,F104424,2025-08-31,7,31,8,Sunday,6,2498
FR600907,GYM,2025-09-10 22:45:00,,2025-09-10,22,10,9,Wednesday,3,2821
FR600908,LAB_101,2025-09-09 03:39:00,,2025-09-09,3,9,9,Tuesday,5,2821
FR600909,HOSTEL_GATE,2025-09-01 10:54:00,F102688,2025-09-01,10,1,9,Monday,4,1529
FR600910,ADMIN_LOBBY,2025-09-25 09:29:00,F102596,2025-09-25,9,25,9,Thursday,0,1472
FR600911,LAB_305,2025-08-30 05:46:00,,2025-08-30,5,30,8,Saturday,6,2821
FR600912,ADMIN_LOBBY,2025-09-23 04:58:00,,2025-09-23,4,23,9,Tuesday,0,2821
FR600913,HOSTEL_GATE,2025-09-05 18:57:00,,2025-09-05,18,5,9,Friday,4,2821
FR600914,LAB_101,2025-08-28 01:08:00,F104805,2025-08-28,1,28,8,Thursday,5,2714
FR600915,GYM,2025-09-17 16:12:00,F104780,2025-09-17,16,17,9,Wednesday,3,2695
FR600916,HOSTEL_GATE,2025-09-22 05:20:00,F104533,2025-09-22,5,22,9,Monday,4,2553
FR600917,LAB_305,2025-09-22 14:16:00,,2025-09-22,14,22,9,Monday,6,2821
FR600918,CAF_01,2025-09-17 23:29:00,F102644,2025-09-17,23,17,9,Wednesday,2,1500
FR600919,AUDITORIUM,2025-09-10 17:19:00,,2025-09-10,17,10,9,Wednesday,1,2821
FR600920,LAB_101,2025-08-29 16:16:00,F104970,2025-08-29,16,29,8,Friday,5,2809
FR600921,GYM,2025-09-25 16:39:00,F101769,2025-09-25,16,25,9,Thursday,3,996
FR600922,AUDITORIUM,2025-09-23 02:13:00,F103219,2025-09-23,2,23,9,Tuesday,1,1823
FR600923,LAB_101,2025-08-29 11:46:00,F100554,2025-08-29,11,29,8,Friday,5,316
FR600924,GYM,2025-09-04 09:37:00,F103541,2025-09-04,9,4,9,Thursday,3,1997
FR600925,ADMIN_LOBBY,2025-09-19 06:31:00,F104776,2025-09-19,6,19,9,Friday,0,2692
FR600926,AUDITORIUM,2025-09-12 19:53:00,,2025-09-12,19,12,9,Friday,1,2821
FR600927,AUDITORIUM,2025-09-20 07:12:00,F102062,2025-09-20,7,20,9,Saturday,1,1162
FR600928,AUDITORIUM,2025-09-05 05:26:00,F103852,2025-09-05,5,5,9,Friday,1,2175
FR600929,GYM,2025-09-02 02:49:00,,2025-09-02,2,2,9,Tuesday,3,2821
FR600930,LAB_101,2025-09-18 14:31:00,F100088,2025-09-18,14,18,9,Thursday,5,47
FR600931,LIB_ENT,2025-09-14 18:13:00,,2025-09-14,18,14,9,Sunday,7,2821
FR600932,AUDITORIUM,2025-09-07 02:10:00,,2025-09-07,2,7,9,Sunday,1,2821
FR600933,ADMIN_LOBBY,2025-09-21 19:11:00,,2025-09-21,19,21,9,Sunday,0,2821
FR600934,LAB_101,2025-09-11 02:59:00,F101800,2025-09-11,2,11,9,Thursday,5,1014
FR600935,CAF_01,2025-09-10 18:59:00,,2025-09-10,18,10,9,Wednesday,2,2821
FR600936,ADMIN_LOBBY,2025-09-08 11:01:00,,2025-09-08,11,8,9,Monday,0,2821
FR600937,GYM,2025-08-29 08:57:00,F104203,2025-08-29,8,29,8,Friday,3,2378
FR600938,CAF_01,2025-09-10 19:28:00,F100545,2025-09-10,19,10,9,Wednesday,2,311
FR600939,LIB_ENT,2025-09-02 15:32:00,,2025-09-02,15,2,9,Tuesday,7,2821
FR600940,LIB_ENT,2025-09-06 10:39:00,F104895,2025-09-06,10,6,9,Saturday,7,2764
FR600941,GYM,2025-09-04 17:36:00,F101873,2025-09-04,17,4,9,Thursday,3,1054
FR600942,HOSTEL_GATE,2025-09-10 04:52:00,,2025-09-10,4,10,9,Wednesday,4,2821
FR600943,LIB_ENT,2025-09-08 00:47:00,F102826,2025-09-08,0,8,9,Monday,7,1605
FR600944,CAF_01,2025-09-02 01:13:00,F101498,2025-09-02,1,2,9,Tuesday,2,844
FR600945,AUDITORIUM,2025-09-13 01:37:00,F102912,2025-09-13,1,13,9,Saturday,1,1656
FR600946,LAB_101,2025-09-25 15:15:00,F103870,2025-09-25,15,25,9,Thursday,5,2184
FR600947,AUDITORIUM,2025-09-03 14:59:00,,2025-09-03,14,3,9,Wednesday,1,2821
FR600948,HOSTEL_GATE,2025-08-30 04:14:00,F102969,2025-08-30,4,30,8,Saturday,4,1692
FR600949,LIB_ENT,2025-09-12 06:18:00,,2025-09-12,6,12,9,Friday,7,2821
FR600950,LAB_101,2025-09-20 16:24:00,F104562,2025-09-20,16,20,9,Saturday,5,2571
FR600951,LAB_101,2025-09-17 13:58:00,F103242,2025-09-17,13,17,9,Wednesday,5,1835
FR600952,HOSTEL_GATE,2025-09-17 00:24:00,F100124,2025-09-17,0,17,9,Wednesday,4,65
FR600953,HOSTEL_GATE,2025-09-18 01:55:00,,2025-09-18,1,18,9,Thursday,4,2821
FR600954,CAF_01,2025-09-20 23:55:00,F103209,2025-09-20,23,20,9,Saturday,2,1815
FR600955,AUDITORIUM,2025-09-08 00:36:00,F102178,2025-09-08,0,8,9,Monday,1,1227
FR600956,CAF_01,2025-09-03 11:32:00,F104824,2025-09-03,11,3,9,Wednesday,2,2723
FR600957,CAF_01,2025-09-18 08:08:00,,2025-09-18,8,18,9,Thursday,2,2821
FR600958,CAF_01,2025-09-03 04:32:00,F100484,2025-09-03,4,3,9,Wednesday,2,271
FR600959,LAB_101,2025-09-11 05:38:00,,2025-09-11,5,11,9,Thursday,5,2821
FR600960,LAB_101,2025-09-18 05:01:00,F101191,2025-09-18,5,18,9,Thursday,5,682
FR600961,GYM,2025-09-15 15:55:00,,2025-09-15,15,15,9,Monday,3,2821
FR600962,LAB_101,2025-09-06 23:20:00,,2025-09-06,23,6,9,Saturday,5,2821
FR600963,AUDITORIUM,2025-09-13 17:42:00,F104071,2025-09-13,17,13,9,Saturday,1,2300
FR600964,LAB_305,2025-09-16 23:07:00,,2025-09-16,23,16,9,Tuesday,6,2821
FR600965,GYM,2025-08-31 06:39:00,F100121,2025-08-31,6,31,8,Sunday,3,63
FR600966,CAF_01,2025-08-27 15:51:00,,2025-08-27,15,27,8,Wednesday,2,2821
FR600967,LIB_ENT,2025-09-18 00:46:00,,2025-09-18,0,18,9,Thursday,7,2821
FR600968,LAB_101,2025-09-22 11:03:00,F102403,2025-09-22,11,22,9,Monday,5,1354
FR600969,AUDITORIUM,2025-09-16 15:37:00,F104634,2025-09-16,15,16,9,Tuesday,1,2612
FR600970,AUDITORIUM,2025-09-04 07:43:00,,2025-09-04,7,4,9,Thursday,1,2821
FR600971,ADMIN_LOBBY,2025-09-14 20:08:00,,2025-09-14,20,14,9,Sunday,0,2821
FR600972,GYM,2025-09-12 13:30:00,F103275,2025-09-12,13,12,9,Friday,3,1857
FR600973,ADMIN_LOBBY,2025-09-02 18:30:00,F100997,2025-09-02,18,2,9,Tuesday,0,569
FR600974,HOSTEL_GATE,2025-09-19 05:33:00,,2025-09-19,5,19,9,Friday,4,2821
FR600975,CAF_01,2025-09-08 05:29:00,F104275,2025-09-08,5,8,9,Monday,2,2413
FR600976,HOSTEL_GATE,2025-09-09 17:18:00,F103996,2025-09-09,17,9,9,Tuesday,4,2261
FR600977,GYM,2025-09-12 06:55:00,F100442,2025-09-12,6,12,9,Friday,3,242
FR600978,HOSTEL_GATE,2025-09-14 07:27:00,F102197,2025-09-14,7,14,9,Sunday,4,1239
FR600979,LAB_305,2025-09-21 03:19:00,,2025-09-21,3,21,9,Sunday,6,2821
FR600980,HOSTEL_GATE,2025-08-29 11:48:00,F102203,2025-08-29,11,29,8,Friday,4,1243
FR600981,LAB_305,2025-09-13 12:43:00,,2025-09-13,12,13,9,Saturday,6,2821
FR600982,CAF_01,2025-09-14 02:03:00,,2025-09-14,2,14,9,Sunday,2,2821
FR600983,HOSTEL_GATE,2025-09-14 19:38:00,,2025-09-14,19,14,9,Sunday,4,2821
FR600984,HOSTEL_GATE,2025-09-18 05:05:00,F101889,2025-09-18,5,18,9,Thursday,4,1060
FR600985,ADMIN_LOBBY,2025-09-07 03:12:00,F100320,2025-09-07,3,7,9,Sunday,0,174
FR600986,LAB_101,2025-09-15 04:35:00,,2025-09-15,4,15,9,Monday,5,2821
FR600987,GYM,2025-09-24 04:38:00,,2025-09-24,4,24,9,Wednesday,3,2821
FR600988,CAF_01,2025-09-22 21:35:00,,2025-09-22,21,22,9,Monday,2,2821
FR600989,LAB_101,2025-09-02 20:11:00,F102648,2025-09-02,20,2,9,Tuesday,5,1504
FR600990,LAB_305,2025-08-28 00:39:00,,2025-08-28,0,28,8,Thursday,6,2821
FR600991,LAB_101,2025-09-18 08:14:00,,2025-09-18,8,18,9,Thursday,5,2821
FR600992,HOSTEL_GATE,2025-08-30 20:02:00,F100711,2025-08-30,20,30,8,Saturday,4,407
FR600993,HOSTEL_GATE,2025-09-21 08:40:00,F101713,2025-09-21,8,21,9,Sunday,4,964
FR600994,AUDITORIUM,2025-09-14 14:48:00,F104570,2025-09-14,14,14,9,Sunday,1,2576
FR600995,AUDITORIUM,2025-09-01 23:21:00,F104077,2025-09-01,23,1,9,Monday,1,2305
FR600996,GYM,2025-09-09 12:23:00,F101165,2025-09-09,12,9,9,Tuesday,3,666
FR600997,ADMIN_LOBBY,2025-09-12 08:22:00,,2025-09-12,8,12,9,Friday,0,2821
FR600998,CAF_01,2025-09-25 07:30:00,F103225,2025-09-25,7,25,9,Thursday,2,1827
FR600999,GYM,2025-08-30 14:28:00,F102584,2025-08-30,14,30,8,Saturday,3,1465
FR601000,GYM,2025-09-12 05:40:00,,2025-09-12,5,12,9,Friday,3,2821
FR601001,CAF_01,2025-08-31 12:43:00,F101222,2025-08-31,12,31,8,Sunday,2,694
FR601002,GYM,2025-09-17 12:54:00,,2025-09-17,12,17,9,Wednesday,3,2821
FR601003,LIB_ENT,2025-08-28 04:17:00,F102321,2025-08-28,4,28,8,Thursday,7,1310
FR601004,ADMIN_LOBBY,2025-09-12 10:03:00,,2025-09-12,10,12,9,Friday,0,2821
FR601005,HOSTEL_GATE,2025-08-31 12:35:00,F103257,2025-08-31,12,31,8,Sunday,4,1845
FR601006,LAB_101,2025-09-08 12:35:00,,2025-09-08,12,8,9,Monday,5,2821
FR601007,LAB_305,2025-09-23 16:11:00,,2025-09-23,16,23,9,Tuesday,6,2821
FR601008,LIB_ENT,2025-09-03 18:12:00,,2025-09-03,18,3,9,Wednesday,7,2821
FR601009,GYM,2025-09-19 23:36:00,F102896,2025-09-19,23,19,9,Friday,3,1646
FR601010,LAB_101,2025-09-24 15:37:00,F100862,2025-09-24,15,24,9,Wednesday,5,492
FR601011,LAB_101,2025-09-13 02:53:00,,2025-09-13,2,13,9,Saturday,5,2821
FR601012,GYM,2025-09-07 05:39:00,F100046,2025-09-07,5,7,9,Sunday,3,25
FR601013,CAF_01,2025-09-19 21:17:00,F103440,2025-09-19,21,19,9,Friday,2,1938
FR601014,ADMIN_LOBBY,2025-09-09 20:19:00,F102930,2025-09-09,20,9,9,Tuesday,0,1665
FR601015,GYM,2025-09-08 14:33:00,,2025-09-08,14,8,9,Monday,3,2821
FR601016,AUDITORIUM,2025-09-14 13:42:00,F102543,2025-09-14,13,14,9,Sunday,1,1443
FR601017,HOSTEL_GATE,2025-09-23 21:41:00,,2025-09-23,21,23,9,Tuesday,4,2821
FR601018,LAB_101,2025-09-23 07:52:00,F100421,2025-09-23,7,23,9,Tuesday,5,228
FR601019,AUDITORIUM,2025-09-02 13:14:00,F103866,2025-09-02,13,2,9,Tuesday,1,2181
FR601020,LAB_305,2025-09-23 19:48:00,,2025-09-23,19,23,9,Tuesday,6,2821
FR601021,LAB_305,2025-09-17 18:27:00,,2025-09-17,18,17,9,Wednesday,6,2821
FR601022,GYM,2025-08-27 11:36:00,,2025-08-27,11,27,8,Wednesday,3,2821
FR601023,LAB_101,2025-09-19 10:25:00,,2025-09-19,10,19,9,Friday,5,2821
FR601024,GYM,2025-09-16 08:09:00,F102046,2025-09-16,8,16,9,Tuesday,3,1154
FR601025,GYM,2025-09-18 09:49:00,F104171,2025-09-18,9,18,9,Thursday,3,2358
FR601026,LIB_ENT,2025-09-16 08:35:00,,2025-09-16,8,16,9,Tuesday,7,2821
FR601027,ADMIN_LOBBY,2025-09-21 10:47:00,,2025-09-21,10,21,9,Sunday,0,2821
FR601028,AUDITORIUM,2025-09-13 20:50:00,F102586,2025-09-13,20,13,9,Saturday,1,1466
FR601029,CAF_01,2025-09-09 03:29:00,F102136,2025-09-09,3,9,9,Tuesday,2,1206
FR601030,GYM,2025-09-19 22:13:00,,2025-09-19,22,19,9,Friday,3,2821
FR601031,ADMIN_LOBBY,2025-09-25 01:04:00,F102041,2025-09-25,1,25,9,Thursday,0,1152
FR601032,CAF_01,2025-09-24 18:51:00,F100560,2025-09-24,18,24,9,Wednesday,2,320
FR601033,ADMIN_LOBBY,2025-08-31 21:41:00,F104779,2025-08-31,21,31,8,Sunday,0,2694
FR601034,CAF_01,2025-09-11 17:13:00,F103308,2025-09-11,17,11,9,Thursday,2,1877
FR601035,LAB_101,2025-09-19 21:50:00,,2025-09-19,21,19,9,Friday,5,2821
FR601036,AUDITORIUM,2025-09-02 08:27:00,F100786,2025-09-02,8,2,9,Tuesday,1,450
FR601037,AUDITORIUM,2025-09-15 08:17:00,F100127,2025-09-15,8,15,9,Monday,1,67
FR601038,LAB_305,2025-08-29 21:09:00,,2025-08-29,21,29,8,Friday,6,2821
FR601039,LIB_ENT,2025-09-17 03:43:00,,2025-09-17,3,17,9,Wednesday,7,2821
FR601040,AUDITORIUM,2025-08-29 08:54:00,F100396,2025-08-29,8,29,8,Friday,1,212
FR601041,LIB_ENT,2025-09-06 06:17:00,F100338,2025-09-06,6,6,9,Saturday,7,182
FR601042,GYM,2025-09-12 10:32:00,F102674,2025-09-12,10,12,9,Friday,3,1520
FR601043,ADMIN_LOBBY,2025-09-21 05:22:00,F104499,2025-09-21,5,21,9,Sunday,0,2538
FR601044,ADMIN_LOBBY,2025-09-10 14:40:00,,2025-09-10,14,10,9,Wednesday,0,2821
FR601045,LIB_ENT,2025-09-15 15:09:00,F101055,2025-09-15,15,15,9,Monday,7,605
FR601046,GYM,2025-09-12 20:22:00,F102445,2025-09-12,20,12,9,Friday,3,1382
FR601047,LAB_101,2025-09-07 11:07:00,F102081,2025-09-07,11,7,9,Sunday,5,1172
FR601048,HOSTEL_GATE,2025-09-10 16:57:00,F101878,2025-09-10,16,10,9,Wednesday,4,1057
FR601049,HOSTEL_GATE,2025-09-06 14:38:00,F104268,2025-09-06,14,6,9,Saturday,4,2410
FR601050,LAB_305,2025-08-29 12:21:00,F101945,2025-08-29,12,29,8,Friday,6,1096
FR601051,LAB_305,2025-08-30 09:04:00,,2025-08-30,9,30,8,Saturday,6,2821
FR601052,AUDITORIUM,2025-09-03 19:32:00,,2025-09-03,19,3,9,Wednesday,1,2821
FR601053,HOSTEL_GATE,2025-09-02 18:38:00,,2025-09-02,18,2,9,Tuesday,4,2821
FR601054,LAB_305,2025-09-20 00:03:00,,2025-09-20,0,20,9,Saturday,6,2821
FR601055,AUDITORIUM,2025-09-14 19:46:00,,2025-09-14,19,14,9,Sunday,1,2821
FR601056,LIB_ENT,2025-09-18 21:26:00,F101611,2025-09-18,21,18,9,Thursday,7,907
FR601057,LIB_ENT,2025-09-18 05:44:00,F102660,2025-09-18,5,18,9,Thursday,7,1511
FR601058,LAB_305,2025-09-06 20:13:00,,2025-09-06,20,6,9,Saturday,6,2821
FR601059,AUDITORIUM,2025-09-06 11:11:00,F104865,2025-09-06,11,6,9,Saturday,1,2745
FR601060,LAB_305,2025-09-05 15:45:00,F101883,2025-09-05,15,5,9,Friday,6,1058
FR601061,LAB_101,2025-09-09 14:16:00,F103715,2025-09-09,14,9,9,Tuesday,5,2087
FR601062,GYM,2025-09-14 20:32:00,F102316,2025-09-14,20,14,9,Sunday,3,1307
FR601063,CAF_01,2025-09-12 16:23:00,,2025-09-12,16,12,9,Friday,2,2821
FR601064,HOSTEL_GATE,2025-09-03 01:18:00,F100251,2025-09-03,1,3,9,Wednesday,4,139
FR601065,LAB_305,2025-08-31 00:29:00,F100478,2025-08-31,0,31,8,Sunday,6,268
FR601066,LAB_305,2025-09-18 05:53:00,F101090,2025-09-18,5,18,9,Thursday,6,625
FR601067,LAB_101,2025-09-02 09:26:00,,2025-09-02,9,2,9,Tuesday,5,2821
FR601068,ADMIN_LOBBY,2025-09-02 09:53:00,F101988,2025-09-02,9,2,9,Tuesday,0,1119
FR601069,CAF_01,2025-08-27 19:08:00,F103572,2025-08-27,19,27,8,Wednesday,2,2017
FR601070,ADMIN_LOBBY,2025-09-17 01:52:00,F104197,2025-09-17,1,17,9,Wednesday,0,2374
FR601071,HOSTEL_GATE,2025-09-10 05:56:00,,2025-09-10,5,10,9,Wednesday,4,2821
FR601072,LAB_101,2025-09-11 03:07:00,F100004,2025-09-11,3,11,9,Thursday,5,4
FR601073,LAB_305,2025-08-29 15:31:00,F102560,2025-08-29,15,29,8,Friday,6,1451
FR601074,AUDITORIUM,2025-09-24 22:32:00,F101707,2025-09-24,22,24,9,Wednesday,1,962
FR601075,AUDITORIUM,2025-08-28 03:01:00,F101710,2025-08-28,3,28,8,Thursday,1,963
FR601076,LIB_ENT,2025-09-24 15:00:00,F103609,2025-09-24,15,24,9,Wednesday,7,2038
FR601077,AUDITORIUM,2025-09-12 15:44:00,F102155,2025-09-12,15,12,9,Friday,1,1218
FR601078,LAB_101,2025-08-28 15:20:00,F101654,2025-08-28,15,28,8,Thursday,5,931
FR601079,HOSTEL_GATE,2025-09-11 20:44:00,F104139,2025-09-11,20,11,9,Thursday,4,2339
FR601080,GYM,2025-09-09 05:15:00,,2025-09-09,5,9,9,Tuesday,3,2821
FR601081,CAF_01,2025-09-03 20:43:00,F103647,2025-09-03,20,3,9,Wednesday,2,2053
FR601082,GYM,2025-09-04 07:32:00,F100128,2025-09-04,7,4,9,Thursday,3,68
FR601083,GYM,2025-09-10 23:02:00,F102221,2025-09-10,23,10,9,Wednesday,3,1254
FR601084,LIB_ENT,2025-09-10 12:42:00,,2025-09-10,12,10,9,Wednesday,7,2821
FR601085,AUDITORIUM,2025-09-13 19:29:00,F102622,2025-09-13,19,13,9,Saturday,1,1485
FR601086,LAB_101,2025-09-10 08:34:00,F100209,2025-09-10,8,10,9,Wednesday,5,115
FR601087,LAB_101,2025-09-01 17:28:00,,2025-09-01,17,1,9,Monday,5,2821
FR601088,HOSTEL_GATE,2025-09-07 03:46:00,F100402,2025-09-07,3,7,9,Sunday,4,217
FR601089,HOSTEL_GATE,2025-09-01 10:36:00,,2025-09-01,10,1,9,Monday,4,2821
FR601090,LIB_ENT,2025-09-16 23:32:00,F104245,2025-09-16,23,16,9,Tuesday,7,2399
FR601091,AUDITORIUM,2025-09-25 18:47:00,F101209,2025-09-25,18,25,9,Thursday,1,690
FR601092,LAB_305,2025-09-06 21:03:00,,2025-09-06,21,6,9,Saturday,6,2821
FR601093,CAF_01,2025-09-17 14:33:00,,2025-09-17,14,17,9,Wednesday,2,2821
FR601094,ADMIN_LOBBY,2025-09-16 11:10:00,F100127,2025-09-16,11,16,9,Tuesday,0,67
FR601095,CAF_01,2025-09-17 21:16:00,F103897,2025-09-17,21,17,9,Wednesday,2,2199
FR601096,GYM,2025-09-17 09:17:00,F101311,2025-09-17,9,17,9,Wednesday,3,746
FR601097,ADMIN_LOBBY,2025-09-14 19:00:00,,2025-09-14,19,14,9,Sunday,0,2821
FR601098,CAF_01,2025-09-03 12:44:00,F104554,2025-09-03,12,3,9,Wednesday,2,2564
FR601099,LAB_101,2025-09-19 02:05:00,,2025-09-19,2,19,9,Friday,5,2821
FR601100,AUDITORIUM,2025-09-11 19:37:00,F102543,2025-09-11,19,11,9,Thursday,1,1443
FR601101,LAB_305,2025-08-29 17:16:00,F104609,2025-08-29,17,29,8,Friday,6,2599
FR601102,HOSTEL_GATE,2025-09-19 05:18:00,,2025-09-19,5,19,9,Friday,4,2821
FR601103,HOSTEL_GATE,2025-09-09 09:58:00,,2025-09-09,9,9,9,Tuesday,4,2821
FR601104,LIB_ENT,2025-09-07 03:09:00,,2025-09-07,3,7,9,Sunday,7,2821
FR601105,CAF_01,2025-09-23 19:28:00,F104041,2025-09-23,19,23,9,Tuesday,2,2283
FR601106,LAB_101,2025-09-07 18:29:00,F102651,2025-09-07,18,7,9,Sunday,5,1507
FR601107,CAF_01,2025-09-16 22:30:00,F103502,2025-09-16,22,16,9,Tuesday,2,1973
FR601108,LAB_101,2025-09-08 03:53:00,F104229,2025-09-08,3,8,9,Monday,5,2391
FR601109,GYM,2025-09-24 22:39:00,,2025-09-24,22,24,9,Wednesday,3,2821
FR601110,GYM,2025-09-22 13:00:00,F102245,2025-09-22,13,22,9,Monday,3,1264
FR601111,ADMIN_LOBBY,2025-09-09 17:53:00,F102106,2025-09-09,17,9,9,Tuesday,0,1191
FR601112,GYM,2025-09-07 06:10:00,F101775,2025-09-07,6,7,9,Sunday,3,1000
FR601113,HOSTEL_GATE,2025-08-31 02:41:00,,2025-08-31,2,31,8,Sunday,4,2821
