note_id,entity_id,category,text,timestamp
N400697,E104166,helpdesk,CCTV near library needs check.,31-08-2025 07:48
N400698,E104621,rsvp,CCTV near library needs check.,09-09-2025 04:13
N400699,E100481,rsvp,Broken chair in seminar room.,29-08-2025 21:28
N400700,E104639,feedback,Confirmed attendance for robotics workshop.,15-09-2025 09:09
N400701,E101624,helpdesk,Requesting lab access.,15-09-2025 05:11
N400702,E100640,incident,Confirmed attendance for robotics workshop.,20-09-2025 13:38
N400703,E102981,incident,Wi-Fi not working in hostel block.,28-08-2025 03:17
N400704,E106602,maintenance,Confirmed attendance for robotics workshop.,11-09-2025 14:29
N400705,E104359,feedback,CCTV near library needs check.,27-08-2025 00:47
N400706,E100285,feedback,CCTV near library needs check.,31-08-2025 08:50
N400707,E101082,maintenance,Wi-Fi not working in hostel block.,04-09-2025 19:51
N400708,E105089,maintenance,Broken chair in seminar room.,02-09-2025 00:20
N400709,E104634,feedback,CCTV near library needs check.,24-09-2025 23:47
N400710,E100070,maintenance,Wi-Fi not working in hostel block.,11-09-2025 00:29
N400711,E102130,incident,Requesting lab access.,31-08-2025 07:18
N400712,E100574,helpdesk,Confirmed attendance for robotics workshop.,05-09-2025 05:32
N400713,E103451,helpdesk,Confirmed attendance for robotics workshop.,25-09-2025 16:41
N400714,E105875,incident,Broken chair in seminar room.,01-09-2025 14:07
N400715,E105543,maintenance,CCTV near library needs check.,18-09-2025 02:08
N400716,E102390,incident,Wi-Fi not working in hostel block.,04-09-2025 01:10
N400717,E105775,helpdesk,Confirmed attendance for robotics workshop.,25-09-2025 14:07
N400718,E102976,feedback,Wi-Fi not working in hostel block.,14-09-2025 15:16
N400719,E106960,rsvp,Wi-Fi not working in hostel block.,11-09-2025 19:50
N400720,E102620,incident,Wi-Fi not working in hostel block.,29-08-2025 11:57
N400721,E100317,rsvp,Broken chair in seminar room.,14-09-2025 07:01
N400722,E104211,incident,Wi-Fi not working in hostel block.,13-09-2025 13:12
N400723,E105812,rsvp,Wi-Fi not working in hostel block.,16-09-2025 05:00
N400724,E101443,helpdesk,Requesting lab access.,27-08-2025 11:38
N400725,E104005,maintenance,CCTV near library needs check.,13-09-2025 18:42
N400726,E106602,maintenance,Requesting lab access.,19-09-2025 07:40
N400727,E100024,rsvp,Confirmed attendance for robotics workshop.,05-09-2025 03:37
N400728,E101349,feedback,CCTV near library needs check.,11-09-2025 16:41
N400729,E104933,rsvp,Wi-Fi not working in hostel block.,20-09-2025 10:18
N400730,E103002,maintenance,Broken chair in seminar room.,14-09-2025 21:02
N400731,E101912,feedback,Requesting lab access.,02-09-2025 01:29
N400732,E106989,maintenance,Requesting lab access.,04-09-2025 00:50
N400733,E100749,rsvp,Broken chair in seminar room.,07-09-2025 07:52
N400734,E101582,helpdesk,Broken chair in seminar room.,02-09-2025 13:23
N400735,E105426,rsvp,Requesting lab access.,02-09-2025 18:28
N400736,E102981,maintenance,CCTV near library needs check.,17-09-2025 12:50
N400737,E105752,helpdesk,CCTV near library needs check.,28-08-2025 17:47
N400738,E102643,rsvp,Confirmed attendance for robotics workshop.,15-09-2025 15:37
N400739,E106832,incident,Requesting lab access.,10-09-2025 10:39
N400740,E104239,helpdesk,CCTV near library needs check.,21-09-2025 02:37
N400741,E103929,incident,Broken chair in seminar room.,10-09-2025 09:36
N400742,E101811,feedback,Requesting lab access.,02-09-2025 17:08
N400743,E105128,feedback,Confirmed attendance for robotics workshop.,27-08-2025 06:39
N400744,E105343,maintenance,Broken chair in seminar room.,04-09-2025 04:31
N400745,E104647,incident,Wi-Fi not working in hostel block.,13-09-2025 08:00
N400746,E102313,maintenance,Confirmed attendance for robotics workshop.,16-09-2025 03:48
N400747,E101093,feedback,Wi-Fi not working in hostel block.,25-09-2025 01:17
N400748,E105341,helpdesk,Wi-Fi not working in hostel block.,28-08-2025 21:05
N400749,E103702,feedback,CCTV near library needs check.,17-09-2025 18:48
N400750,E102027,maintenance,Wi-Fi not working in hostel block.,01-09-2025 16:13
N400751,E102149,maintenance,Wi-Fi not working in hostel block.,20-09-2025 13:05
N400752,E102285,helpdesk,Wi-Fi not working in hostel block.,12-09-2025 04:11
N400753,E104663,rsvp,CCTV near library needs check.,01-09-2025 15:23
N400754,E101131,feedback,Confirmed attendance for robotics workshop.,25-09-2025 12:37
N400755,E104451,helpdesk,CCTV near library needs check.,20-09-2025 19:56
N400756,E104417,incident,Broken chair in seminar room.,06-09-2025 12:31
N400757,E105652,helpdesk,CCTV near library needs check.,10-09-2025 16:00
N400758,E100800,feedback,Requesting lab access.,22-09-2025 15:37
N400759,E105120,rsvp,CCTV near library needs check.,06-09-2025 06:35
N400760,E102780,helpdesk,Requesting lab access.,08-09-2025 21:41
N400761,E102010,rsvp,CCTV near library needs check.,03-09-2025 22:14
N400762,E103656,feedback,Confirmed attendance for robotics workshop.,07-09-2025 08:15
N400763,E102709,incident,Confirmed attendance for robotics workshop.,31-08-2025 13:09
N400764,E102458,incident,Requesting lab access.,31-08-2025 14:00
N400765,E106165,maintenance,Confirmed attendance for robotics workshop.,20-09-2025 00:43
N400766,E103095,maintenance,Wi-Fi not working in hostel block.,12-09-2025 00:21
N400767,E102994,incident,CCTV near library needs check.,27-08-2025 23:07
N400768,E104451,feedback,CCTV near library needs check.,14-09-2025 05:03
N400769,E101983,rsvp,Requesting lab access.,12-09-2025 11:31
N400770,E102635,feedback,Wi-Fi not working in hostel block.,04-09-2025 16:23
N400771,E101388,helpdesk,Broken chair in seminar room.,02-09-2025 23:48
N400772,E101957,incident,Wi-Fi not working in hostel block.,12-09-2025 14:08
N400773,E106172,feedback,CCTV near library needs check.,02-09-2025 12:56
N400774,E102018,maintenance,Confirmed attendance for robotics workshop.,19-09-2025 23:43
N400775,E104872,maintenance,Confirmed attendance for robotics workshop.,05-09-2025 17:38
N400776,E105509,incident,Broken chair in seminar room.,06-09-2025 17:30
N400777,E105144,helpdesk,Confirmed attendance for robotics workshop.,20-09-2025 12:07
N400778,E101573,rsvp,Wi-Fi not working in hostel block.,15-09-2025 04:19
N400779,E101212,feedback,Confirmed attendance for robotics workshop.,17-09-2025 08:15
N400780,E102154,maintenance,Requesting lab access.,12-09-2025 07:55
N400781,E102649,feedback,Wi-Fi not working in hostel block.,30-08-2025 21:33
N400782,E103234,incident,Confirmed attendance for robotics workshop.,28-08-2025 06:34
N400783,E105886,helpdesk,Broken chair in seminar room.,27-08-2025 19:14
N400784,E105252,rsvp,Broken chair in seminar room.,02-09-2025 17:02
N400785,E102524,rsvp,CCTV near library needs check.,25-09-2025 18:58
N400786,E102935,feedback,Wi-Fi not working in hostel block.,14-09-2025 10:59
N400787,E104972,maintenance,Requesting lab access.,02-09-2025 01:44
N400788,E102125,incident,Confirmed attendance for robotics workshop.,24-09-2025 19:08
N400789,E101165,rsvp,Wi-Fi not working in hostel block.,28-08-2025 05:50
N400790,E106126,rsvp,Wi-Fi not working in hostel block.,10-09-2025 10:57
N400791,E100693,incident,Broken chair in seminar room.,05-09-2025 00:07
N400792,E103906,feedback,Confirmed attendance for robotics workshop.,07-09-2025 22:06
N400793,E102204,incident,Requesting lab access.,20-09-2025 17:36
N400794,E103532,maintenance,Requesting lab access.,19-09-2025 10:18
N400795,E103627,incident,Requesting lab access.,10-09-2025 19:26
N400796,E106037,feedback,CCTV near library needs check.,24-09-2025 12:16
N400797,E104424,maintenance,Wi-Fi not working in hostel block.,28-08-2025 19:32
N400798,E102187,rsvp,Confirmed attendance for robotics workshop.,19-09-2025 20:39
N400799,E105484,feedback,Broken chair in seminar room.,24-09-2025 15:39
N400800,E106135,feedback,Confirmed attendance for robotics workshop.,10-09-2025 01:49
N400801,E100811,incident,Wi-Fi not working in hostel block.,01-09-2025 23:09
N400802,E106116,maintenance,Wi-Fi not working in hostel block.,01-09-2025 22:07
N400803,E105798,maintenance,Requesting lab access.,09-09-2025 19:18
N400804,E102077,incident,Broken chair in seminar room.,08-09-2025 19:55
N400805,E106386,feedback,CCTV near library needs check.,23-09-2025 00:51
N400806,E101851,feedback,Confirmed attendance for robotics workshop.,10-09-2025 23:54
N400807,E105968,feedback,Broken chair in seminar room.,21-09-2025 14:35
N400808,E103497,helpdesk,Broken chair in seminar room.,24-09-2025 19:24
N400809,E105185,helpdesk,Broken chair in seminar room.,21-09-2025 00:09
N400810,E105223,feedback,Wi-Fi not working in hostel block.,22-09-2025 05:00
N400811,E102320,incident,Broken chair in seminar room.,30-08-2025 07:43
N400812,E104142,helpdesk,Broken chair in seminar room.,04-09-2025 13:22
N400813,E106432,feedback,Wi-Fi not working in hostel block.,28-08-2025 19:58
N400814,E106042,feedback,CCTV near library needs check.,21-09-2025 10:12
N400815,E103860,feedback,CCTV near library needs check.,31-08-2025 00:44
N400816,E104406,maintenance,Broken chair in seminar room.,15-09-2025 12:09
N400817,E106702,incident,Confirmed attendance for robotics workshop.,01-09-2025 04:03
N400818,E106133,maintenance,Confirmed attendance for robotics workshop.,11-09-2025 19:57
N400819,E100668,rsvp,Requesting lab access.,22-09-2025 23:08
N400820,E101979,incident,Confirmed attendance for robotics workshop.,25-09-2025 04:08
N400821,E103413,rsvp,CCTV near library needs check.,06-09-2025 08:53
N400822,E106665,feedback,Broken chair in seminar room.,13-09-2025 23:23
N400823,E106947,helpdesk,Requesting lab access.,21-09-2025 16:54
N400824,E104059,helpdesk,Requesting lab access.,18-09-2025 11:40
N400825,E102524,maintenance,Broken chair in seminar room.,21-09-2025 03:07
N400826,E101656,incident,CCTV near library needs check.,23-09-2025 18:48
N400827,E100748,helpdesk,Broken chair in seminar room.,06-09-2025 11:04
N400828,E102459,helpdesk,Requesting lab access.,19-09-2025 00:59
N400829,E104659,rsvp,Wi-Fi not working in hostel block.,19-09-2025 06:18
N400830,E104017,feedback,Requesting lab access.,05-09-2025 13:25
N400831,E102252,incident,Wi-Fi not working in hostel block.,05-09-2025 12:52
N400832,E101164,maintenance,CCTV near library needs check.,23-09-2025 07:09
N400833,E105327,helpdesk,Broken chair in seminar room.,09-09-2025 03:32
N400834,E102288,incident,Confirmed attendance for robotics workshop.,29-08-2025 02:44
N400835,E101663,maintenance,Wi-Fi not working in hostel block.,24-09-2025 09:45
N400836,E102714,helpdesk,Confirmed attendance for robotics workshop.,05-09-2025 05:27
N400837,E104285,rsvp,CCTV near library needs check.,05-09-2025 06:41
N400838,E105607,incident,Requesting lab access.,21-09-2025 13:13
N400839,E102463,rsvp,Requesting lab access.,27-08-2025 10:47
N400840,E100703,helpdesk,Requesting lab access.,25-09-2025 19:19
N400841,E101689,incident,CCTV near library needs check.,04-09-2025 09:57
N400842,E105420,feedback,CCTV near library needs check.,08-09-2025 20:52
N400843,E102103,helpdesk,CCTV near library needs check.,07-09-2025 13:59
N400844,E104643,maintenance,Broken chair in seminar room.,21-09-2025 18:23
N400845,E106132,helpdesk,Broken chair in seminar room.,03-09-2025 14:16
N400846,E101659,incident,CCTV near library needs check.,05-09-2025 05:22
N400847,E100518,helpdesk,Confirmed attendance for robotics workshop.,06-09-2025 01:09
N400848,E104403,feedback,Confirmed attendance for robotics workshop.,05-09-2025 22:08
N400849,E106604,incident,Confirmed attendance for robotics workshop.,13-09-2025 14:29
N400850,E103445,rsvp,Requesting lab access.,17-09-2025 14:46
N400851,E100675,feedback,Broken chair in seminar room.,14-09-2025 13:41
N400852,E106626,feedback,CCTV near library needs check.,16-09-2025 04:31
N400853,E105026,feedback,Confirmed attendance for robotics workshop.,17-09-2025 01:12
N400854,E100409,feedback,Requesting lab access.,08-09-2025 14:07
N400855,E101082,feedback,Wi-Fi not working in hostel block.,31-08-2025 17:13
N400856,E101429,feedback,Wi-Fi not working in hostel block.,07-09-2025 06:10
N400857,E101265,maintenance,Confirmed attendance for robotics workshop.,02-09-2025 12:33
N400858,E100633,incident,Broken chair in seminar room.,22-09-2025 04:17
N400859,E106506,rsvp,Confirmed attendance for robotics workshop.,05-09-2025 03:25
N400860,E101074,feedback,Confirmed attendance for robotics workshop.,28-08-2025 05:51
N400861,E104558,rsvp,CCTV near library needs check.,22-09-2025 20:49
N400862,E104923,incident,CCTV near library needs check.,30-08-2025 00:58
N400863,E105625,rsvp,Wi-Fi not working in hostel block.,18-09-2025 05:51
N400864,E102602,helpdesk,Broken chair in seminar room.,27-08-2025 03:03
N400865,E103764,rsvp,Wi-Fi not working in hostel block.,22-09-2025 22:02
N400866,E106805,maintenance,Requesting lab access.,02-09-2025 09:39
N400867,E106012,incident,Requesting lab access.,30-08-2025 05:18
N400868,E104410,maintenance,Confirmed attendance for robotics workshop.,17-09-2025 04:40
N400869,E103534,feedback,Wi-Fi not working in hostel block.,23-09-2025 05:26
N400870,E105596,maintenance,Wi-Fi not working in hostel block.,24-09-2025 17:08
N400871,E100459,helpdesk,Confirmed attendance for robotics workshop.,03-09-2025 02:04
N400872,E101658,maintenance,Broken chair in seminar room.,09-09-2025 23:01
N400873,E105450,helpdesk,Confirmed attendance for robotics workshop.,16-09-2025 12:28
N400874,E100403,helpdesk,Confirmed attendance for robotics workshop.,22-09-2025 20:23
N400875,E104485,maintenance,Wi-Fi not working in hostel block.,01-09-2025 11:39
N400876,E103144,rsvp,CCTV near library needs check.,12-09-2025 09:20
N400877,E105710,maintenance,CCTV near library needs check.,05-09-2025 17:03
N400878,E104050,rsvp,Requesting lab access.,20-09-2025 20:17
N400879,E106837,rsvp,Confirmed attendance for robotics workshop.,22-09-2025 12:35
N400880,E104058,maintenance,Wi-Fi not working in hostel block.,24-09-2025 09:58
N400881,E105667,helpdesk,Requesting lab access.,30-08-2025 07:03
N400882,E101023,feedback,Confirmed attendance for robotics workshop.,14-09-2025 22:18
N400883,E106237,helpdesk,Wi-Fi not working in hostel block.,30-08-2025 08:51
N400884,E105162,feedback,Requesting lab access.,18-09-2025 14:27
N400885,E106137,rsvp,Wi-Fi not working in hostel block.,25-09-2025 07:20
N400886,E102698,maintenance,CCTV near library needs check.,28-08-2025 22:54
N400887,E105936,helpdesk,Broken chair in seminar room.,08-09-2025 13:42
N400888,E103287,incident,Wi-Fi not working in hostel block.,19-09-2025 07:53
N400889,E104699,helpdesk,Requesting lab access.,07-09-2025 16:19
N400890,E106011,feedback,Wi-Fi not working in hostel block.,20-09-2025 03:57
N400891,E102327,helpdesk,Confirmed attendance for robotics workshop.,20-09-2025 21:32
N400892,E102459,helpdesk,Requesting lab access.,22-09-2025 06:51
N400893,E102319,feedback,Wi-Fi not working in hostel block.,01-09-2025 03:09
N400894,E106439,feedback,CCTV near library needs check.,30-08-2025 13:25
N400895,E101674,helpdesk,Broken chair in seminar room.,23-09-2025 19:13
N400896,E102079,maintenance,Requesting lab access.,11-09-2025 16:36
N400897,E102833,feedback,Requesting lab access.,18-09-2025 23:10
N400898,E100499,helpdesk,Broken chair in seminar room.,21-09-2025 23:35
N400899,E101084,rsvp,Broken chair in seminar room.,17-09-2025 06:14
N400900,E101707,feedback,CCTV near library needs check.,22-09-2025 08:32
N400901,E106293,helpdesk,Broken chair in seminar room.,02-09-2025 02:18
N400902,E101298,helpdesk,Requesting lab access.,17-09-2025 08:51
N400903,E101627,helpdesk,Broken chair in seminar room.,22-09-2025 08:10
N400904,E104201,feedback,Requesting lab access.,12-09-2025 18:13
N400905,E100766,rsvp,Confirmed attendance for robotics workshop.,11-09-2025 15:58
N400906,E101212,feedback,Confirmed attendance for robotics workshop.,30-08-2025 05:45
N400907,E103442,incident,Requesting lab access.,02-09-2025 11:50
N400908,E101236,rsvp,Broken chair in seminar room.,29-08-2025 06:28
N400909,E102914,feedback,Confirmed attendance for robotics workshop.,03-09-2025 18:33
N400910,E104059,incident,CCTV near library needs check.,17-09-2025 02:28
N400911,E104294,feedback,CCTV near library needs check.,07-09-2025 14:03
N400912,E105277,incident,Wi-Fi not working in hostel block.,25-09-2025 18:10
N400913,E106485,rsvp,Wi-Fi not working in hostel block.,12-09-2025 02:42
N400914,E102631,feedback,CCTV near library needs check.,25-09-2025 05:09
N400915,E101240,maintenance,CCTV near library needs check.,17-09-2025 08:54
N400916,E105980,incident,Broken chair in seminar room.,11-09-2025 20:38
N400917,E105683,rsvp,Requesting lab access.,24-09-2025 02:25
N400918,E105853,helpdesk,CCTV near library needs check.,05-09-2025 10:30
N400919,E103466,feedback,Requesting lab access.,14-09-2025 21:24
N400920,E102192,incident,Wi-Fi not working in hostel block.,19-09-2025 15:26
N400921,E101238,maintenance,CCTV near library needs check.,14-09-2025 16:46
N400922,E102756,maintenance,Requesting lab access.,19-09-2025 18:53
N400923,E105430,helpdesk,Broken chair in seminar room.,10-09-2025 14:20
N400924,E103739,helpdesk,Confirmed attendance for robotics workshop.,05-09-2025 07:00
N400925,E104465,rsvp,Broken chair in seminar room.,22-09-2025 23:56
N400926,E102342,incident,Confirmed attendance for robotics workshop.,29-08-2025 13:07
N400927,E104811,incident,Confirmed attendance for robotics workshop.,05-09-2025 19:09
N400928,E103960,maintenance,Wi-Fi not working in hostel block.,03-09-2025 04:04
N400929,E105096,helpdesk,Requesting lab access.,11-09-2025 22:05
N400930,E101287,helpdesk,Requesting lab access.,06-09-2025 08:17
N400931,E106285,maintenance,Broken chair in seminar room.,04-09-2025 13:35
N400932,E102143,rsvp,Wi-Fi not working in hostel block.,07-09-2025 01:31
N400933,E106245,rsvp,Broken chair in seminar room.,20-09-2025 14:01
N400934,E102723,rsvp,Broken chair in seminar room.,06-09-2025 09:16
N400935,E101292,incident,CCTV near library needs check.,14-09-2025 04:37
N400936,E105311,feedback,Confirmed attendance for robotics workshop.,27-08-2025 10:22
N400937,E102809,incident,Requesting lab access.,15-09-2025 07:48
N400938,E100207,rsvp,Requesting lab access.,13-09-2025 19:54
N400939,E103362,rsvp,CCTV near library needs check.,19-09-2025 08:07
N400940,E102348,feedback,Requesting lab access.,24-09-2025 05:38
N400941,E105121,incident,CCTV near library needs check.,28-08-2025 09:04
N400942,E101253,incident,Broken chair in seminar room.,06-09-2025 11:46
N400943,E101175,maintenance,Confirmed attendance for robotics workshop.,10-09-2025 07:45
N400944,E104268,helpdesk,Requesting lab access.,25-09-2025 08:45
N400945,E104721,incident,Wi-Fi not working in hostel block.,18-09-2025 17:13
N400946,E101231,incident,Broken chair in seminar room.,18-09-2025 01:58
N400947,E105759,incident,CCTV near library needs check.,10-09-2025 10:11
N400948,E105582,helpdesk,Requesting lab access.,03-09-2025 04:54
N400949,E102505,feedback,Confirmed attendance for robotics workshop.,14-09-2025 03:22
N400950,E104244,helpdesk,CCTV near library needs check.,23-09-2025 06:48
N400951,E101055,maintenance,Wi-Fi not working in hostel block.,24-09-2025 02:58
N400952,E100225,incident,CCTV near library needs check.,01-09-2025 06:55
N400953,E100747,feedback,Confirmed attendance for robotics workshop.,29-08-2025 04:28
N400954,E102262,rsvp,Requesting lab access.,05-09-2025 19:23
N400955,E100438,rsvp,Broken chair in seminar room.,27-08-2025 06:31
N400956,E102359,maintenance,Requesting lab access.,15-09-2025 10:48
N400957,E101449,maintenance,Broken chair in seminar room.,30-08-2025 18:23
N400958,E105839,feedback,Requesting lab access.,06-09-2025 06:24
N400959,E104258,helpdesk,Requesting lab access.,02-09-2025 10:18
N400960,E102814,incident,Requesting lab access.,08-09-2025 17:39
N400961,E105344,helpdesk,Confirmed attendance for robotics workshop.,11-09-2025 23:21
N400962,E106027,helpdesk,Broken chair in seminar room.,06-09-2025 01:49
N400963,E106004,feedback,Broken chair in seminar room.,01-09-2025 19:31
N400964,E100721,helpdesk,CCTV near library needs check.,29-08-2025 09:51
N400965,E104843,rsvp,CCTV near library needs check.,07-09-2025 03:08
N400966,E101883,rsvp,Wi-Fi not working in hostel block.,12-09-2025 19:16
N400967,E101082,helpdesk,Confirmed attendance for robotics workshop.,29-08-2025 16:37
N400968,E102904,rsvp,CCTV near library needs check.,07-09-2025 07:56
N400969,E100843,maintenance,CCTV near library needs check.,13-09-2025 16:58
N400970,E104676,helpdesk,Broken chair in seminar room.,07-09-2025 02:51
N400971,E101123,helpdesk,Wi-Fi not working in hostel block.,30-08-2025 15:30
N400972,E105731,incident,Wi-Fi not working in hostel block.,08-09-2025 20:53
N400973,E104865,helpdesk,CCTV near library needs check.,17-09-2025 01:20
N400974,E102589,incident,Broken chair in seminar room.,18-09-2025 06:11
N400975,E103828,maintenance,Wi-Fi not working in hostel block.,19-09-2025 04:53
N400976,E104947,feedback,Confirmed attendance for robotics workshop.,16-09-2025 19:27
N400977,E105117,helpdesk,Confirmed attendance for robotics workshop.,03-09-2025 10:30
N400978,E100387,helpdesk,Confirmed attendance for robotics workshop.,17-09-2025 22:07
N400979,E104978,feedback,Confirmed attendance for robotics workshop.,18-09-2025 12:34
N400980,E105217,helpdesk,Wi-Fi not working in hostel block.,04-09-2025 08:19
N400981,E105226,rsvp,Broken chair in seminar room.,29-08-2025 05:41
N400982,E103582,feedback,Broken chair in seminar room.,16-09-2025 03:03
N400983,E106737,rsvp,Requesting lab access.,02-09-2025 19:35
N400984,E101736,rsvp,Confirmed attendance for robotics workshop.,18-09-2025 23:51
N400985,E106443,feedback,Wi-Fi not working in hostel block.,24-09-2025 04:14
N400986,E102600,feedback,Requesting lab access.,31-08-2025 20:09
N400987,E105936,feedback,Wi-Fi not working in hostel block.,06-09-2025 20:52
N400988,E104955,rsvp,Confirmed attendance for robotics workshop.,04-09-2025 10:09
N400989,E103882,feedback,Confirmed attendance for robotics workshop.,01-09-2025 06:44
N400990,E104380,incident,Wi-Fi not working in hostel block.,13-09-2025 19:02
N400991,E106404,maintenance,CCTV near library needs check.,08-09-2025 09:55
N400992,E102326,rsvp,CCTV near library needs check.,27-08-2025 10:41
N400993,E105346,incident,Confirmed attendance for robotics workshop.,30-08-2025 11:47
N400994,E104903,feedback,Confirmed attendance for robotics workshop.,05-09-2025 10:34
N400995,E104842,rsvp,Confirmed attendance for robotics workshop.,24-09-2025 17:36
N400996,E104559,helpdesk,Requesting lab access.,11-09-2025 09:48
N400997,E104329,rsvp,Broken chair in seminar room.,23-09-2025 06:04
N400998,E105832,feedback,CCTV near library needs check.,28-08-2025 15:11
N400999,E100673,helpdesk,Requesting lab access.,02-09-2025 19:34
N401000,E102886,rsvp,Wi-Fi not working in hostel block.,02-09-2025 12:49
N401001,E101784,incident,Wi-Fi not working in hostel block.,10-09-2025 06:33
N401002,E102704,feedback,CCTV near library needs check.,31-08-2025 02:00
N401003,E101260,feedback,CCTV near library needs check.,18-09-2025 02:32
N401004,E105123,maintenance,Requesting lab access.,21-09-2025 11:48
N401005,E105500,rsvp,Confirmed attendance for robotics workshop.,16-09-2025 03:29
N401006,E106254,feedback,CCTV near library needs check.,09-09-2025 08:52
N401007,E105947,feedback,Requesting lab access.,21-09-2025 23:28
N401008,E101968,incident,Wi-Fi not working in hostel block.,16-09-2025 21:31
N401009,E102749,feedback,Requesting lab access.,19-09-2025 13:53
N401010,E106894,incident,Requesting lab access.,09-09-2025 00:07
N401011,E104300,maintenance,Requesting lab access.,27-08-2025 14:52
N401012,E106784,feedback,Wi-Fi not working in hostel block.,07-09-2025 13:31
N401013,E101663,helpdesk,CCTV near library needs check.,03-09-2025 03:24
N401014,E100235,incident,Requesting lab access.,25-09-2025 17:50
N401015,E105833,helpdesk,Wi-Fi not working in hostel block.,16-09-2025 12:49
N401016,E100708,feedback,Broken chair in seminar room.,11-09-2025 14:48
N401017,E105035,feedback,CCTV near library needs check.,22-09-2025 11:54
N401018,E105060,incident,Wi-Fi not working in hostel block.,05-09-2025 13:10
N401019,E101488,rsvp,Wi-Fi not working in hostel block.,02-09-2025 17:05
N401020,E102617,rsvp,Broken chair in seminar room.,28-08-2025 22:17
N401021,E106358,incident,Broken chair in seminar room.,19-09-2025 11:19
N401022,E102687,helpdesk,Confirmed attendance for robotics workshop.,01-09-2025 21:13
N401023,E104140,incident,CCTV near library needs check.,31-08-2025 16:30
N401024,E102305,maintenance,Broken chair in seminar room.,07-09-2025 19:05
N401025,E100118,helpdesk,Wi-Fi not working in hostel block.,04-09-2025 18:55
N401026,E100968,maintenance,Broken chair in seminar room.,17-09-2025 20:51
N401027,E104033,helpdesk,Broken chair in seminar room.,09-09-2025 04:53
N401028,E105204,maintenance,Wi-Fi not working in hostel block.,23-09-2025 18:31
N401029,E100987,rsvp,Wi-Fi not working in hostel block.,14-09-2025 15:40
N401030,E104314,rsvp,Wi-Fi not working in hostel block.,12-09-2025 03:15
N401031,E106111,rsvp,Requesting lab access.,18-09-2025 15:36
N401032,E106848,rsvp,Confirmed attendance for robotics workshop.,02-09-2025 07:46
N401033,E106047,rsvp,Wi-Fi not working in hostel block.,24-09-2025 14:48
N401034,E106038,rsvp,Broken chair in seminar room.,09-09-2025 05:50
N401035,E106407,rsvp,Broken chair in seminar room.,24-09-2025 14:18
N401036,E106395,maintenance,Requesting lab access.,20-09-2025 23:59
N401037,E102609,feedback,Broken chair in seminar room.,18-09-2025 04:24
N401038,E101713,helpdesk,Broken chair in seminar room.,11-09-2025 01:15
N401039,E105435,helpdesk,Broken chair in seminar room.,30-08-2025 16:18
N401040,E105322,incident,Requesting lab access.,16-09-2025 19:49
N401041,E103939,helpdesk,Wi-Fi not working in hostel block.,27-08-2025 03:44
N401042,E100384,helpdesk,Requesting lab access.,19-09-2025 11:40
N401043,E104909,rsvp,Broken chair in seminar room.,30-08-2025 03:14
N401044,E102767,rsvp,Requesting lab access.,12-09-2025 03:19
N401045,E102970,helpdesk,Broken chair in seminar room.,01-09-2025 17:32
N401046,E100934,incident,CCTV near library needs check.,11-09-2025 10:18
N401047,E102140,feedback,Requesting lab access.,22-09-2025 13:07
N401048,E104021,feedback,Wi-Fi not working in hostel block.,23-09-2025 11:42
N401049,E100324,rsvp,Confirmed attendance for robotics workshop.,28-08-2025 02:32
N401050,E105973,feedback,Broken chair in seminar room.,01-09-2025 21:20
N401051,E101885,maintenance,Requesting lab access.,01-09-2025 05:48
N401052,E101065,incident,Requesting lab access.,01-09-2025 14:04
N401053,E102437,rsvp,Requesting lab access.,12-09-2025 20:15
N401054,E105133,incident,Requesting lab access.,09-09-2025 10:50
N401055,E102851,incident,Requesting lab access.,09-09-2025 00:32
N401056,E104363,helpdesk,Broken chair in seminar room.,08-09-2025 06:22
N401057,E100675,feedback,Wi-Fi not working in hostel block.,05-09-2025 07:48
N401058,E106587,incident,Broken chair in seminar room.,02-09-2025 10:09
N401059,E106546,incident,Wi-Fi not working in hostel block.,29-08-2025 15:45
N401060,E106854,incident,CCTV near library needs check.,10-09-2025 09:21
N401061,E100917,feedback,Confirmed attendance for robotics workshop.,10-09-2025 08:32
N401062,E101306,helpdesk,Broken chair in seminar room.,31-08-2025 17:21
N401063,E105603,incident,CCTV near library needs check.,04-09-2025 07:24
N401064,E102983,rsvp,Wi-Fi not working in hostel block.,24-09-2025 09:44
N401065,E102431,maintenance,Requesting lab access.,08-09-2025 00:07
N401066,E105280,rsvp,Requesting lab access.,02-09-2025 01:16
N401067,E101235,feedback,Wi-Fi not working in hostel block.,14-09-2025 16:13
N401068,E103920,helpdesk,Wi-Fi not working in hostel block.,17-09-2025 01:15
N401069,E101908,incident,Broken chair in seminar room.,21-09-2025 20:07
N401070,E106542,feedback,Confirmed attendance for robotics workshop.,10-09-2025 00:59
N401071,E101537,helpdesk,Wi-Fi not working in hostel block.,03-09-2025 20:14
N401072,E104528,maintenance,Wi-Fi not working in hostel block.,19-09-2025 11:39
N401073,E102127,helpdesk,Wi-Fi not working in hostel block.,12-09-2025 12:41
N401074,E106823,incident,Confirmed attendance for robotics workshop.,13-09-2025 04:54
N401075,E104794,incident,Broken chair in seminar room.,06-09-2025 04:17
N401076,E105515,helpdesk,Requesting lab access.,16-09-2025 19:24
N401077,E104435,maintenance,Confirmed attendance for robotics workshop.,21-09-2025 20:57
N401078,E106486,feedback,Confirmed attendance for robotics workshop.,27-08-2025 06:29
